Sexo		Edad	Estatura	IMC	Peso
Hombre	Edad	1.0	0.8017911102424448	0.5557589250303157	0.649175529225913
Hombre	Estatura	0.8017911102424448	1.0	0.805519598343885	0.8820294783851257
Hombre	IMC	0.5557589250303157	0.805519598343885	1.0	0.9892597357648314
Hombre	Peso	0.649175529225913	0.8820294783851257	0.9892597357648314	1.0
Mujer	Edad	1.0	0.2239644434780797	0.5242333631545099	0.5647128495170255
Mujer	Estatura	0.2239644434780797	1.0	-0.18648606476556737	0.6530818709113366
Mujer	IMC	0.5242333631545099	-0.18648606476556737	1.0	0.6212841784795988
Mujer	Peso	0.5647128495170255	0.6530818709113366	0.6212841784795988	1.0
