Tiempo,Neutral,Felicidad,Tristeza,Enojo,Sorpresa,Miedo,Asco,Desprecio,Valencia,Activación,Frec Cardíaca,Sujeto
00:04:55.920000,0.8599756,0.0,0.009104909,0.02797205,0.02210353,0.000735695,0.000581798,0.02391947,-0.02797205,0.415374,68.0,Sujeto3
00:04:55.960000,0.8647308,0.0,0.01132487,0.0258491,0.01960742,0.000652614,0.000516097,0.02336944,-0.0258491,0.4123544,68.0,Sujeto3
00:04:56,0.8688449,0.0,0.01335373,0.02387464,0.01739319,0.000578916,0.000457815,0.02407492,-0.02387464,0.4091617,68.0,Sujeto3
00:04:56.040000,0.8709221,0.0,0.0158102,0.02172267,0.01542901,0.00051354,0.000406115,0.02169577,-0.02172267,0.405892,68.0,Sujeto3
00:04:56.080000,0.8731195,0.0,0.01827177,0.01970762,0.01368664,0.000455547,0.000360253,0.02028349,-0.01970762,0.4026884,68.0,Sujeto3
00:04:56.120000,0.8774735,0.0,0.01992337,0.01764597,0.01214103,0.000404103,0.00031957,0.01952686,-0.01992337,0.3995496,68.0,Sujeto3
00:04:56.160000,0.8762636,0.0,0.02085704,0.01852506,0.01076997,0.000358468,0.000283482,0.01732173,-0.02085704,0.396629,68.0,Sujeto3
00:04:56.200000,0.8716508,0.0,0.0211831,0.02022553,0.01112633,0.000317987,0.000251469,0.01536562,-0.0211831,0.3939488,68.0,Sujeto3
00:04:56.240000,0.8678219,0.0,0.02103744,0.02140163,0.01352157,0.000282077,0.000223071,0.01363041,-0.02140163,0.3913904,68.0,Sujeto3
00:04:56.279000,0.8654068,0.0,0.02040465,0.02127106,0.01937269,0.000250223,0.00019788,0.01209116,-0.02127106,0.3892049,68.0,Sujeto3
00:04:56.320000,0.8656391,0.0,0.02010955,0.02122049,0.02172771,0.000221966,0.000175534,0.01072572,-0.02122049,0.3868123,68.0,Sujeto3
00:04:56.360000,0.8677365,0.0,0.02021983,0.02156163,0.02085819,0.0001969,0.000155711,0.01061681,-0.02156163,0.3842291,68.0,Sujeto3
00:04:56.400000,0.8708289,0.0,0.02014887,0.02135227,0.01903979,0.000174664,0.000138127,0.0112414,-0.02135227,0.3814707,68.0,Sujeto3
00:04:56.440000,0.8732607,0.0,0.01952057,0.02020083,0.02131088,0.00015494,0.000122529,0.01061248,-0.02020083,0.3788513,68.0,Sujeto3
00:04:56.480000,0.8744968,0.0,0.01847435,0.01877598,0.02560611,0.000137443,0.000108692,0.009563456,-0.01877598,0.3763634,68.0,Sujeto3
00:04:56.520000,0.8760659,0.0,0.01723334,0.01772018,0.02782589,0.000121921,9.6417e-05,0.008483473,-0.01772018,0.3739997,68.0,Sujeto3
00:04:56.560000,0.8778085,0.0,0.01602366,0.01724647,0.02754847,0.000108153,8.5529e-05,0.00752545,-0.01724647,0.3714559,68.0,Sujeto3
